asset,strat_wealth_fee0.001,dca_wealth_fee0.001,strat_sharpe_fee0.001,dca_sharpe_fee0.001,strat_wealth_fee0.0025,dca_wealth_fee0.0025,strat_sharpe_fee0.0025,dca_sharpe_fee0.0025
SP500,85.27128263376063,85.27722344483453,0.15306664195344027,0.1530965091120862,85.14324798759793,85.14917987853534,0.15230709690549604,0.15233705290993851
GOLD,2.2312413251610845,2.2312322553607693,0.5049404224710013,0.5049170813430391,2.227892599596294,2.227883543414292,0.501927113338413,0.5019039393179513
SILVER,1.686674534959637,1.686659698183187,0.31967268423178763,0.3196772758715409,1.6841434772479986,1.6841286627489933,0.31790467550272583,0.31790937005101605
BTC,9.850896834838359,9.855679074865842,1.0671819424016964,1.0673092354078406,9.836111119032738,9.84088617851966,1.0651217827562147,1.0652491717139174
OIL,1.1802684925639593,1.1798550873762443,0.22789664693279976,0.22782375575083372,1.17849780281489,1.1780850183556857,0.22636335268850444,0.2262905906561879
