config_id,asset,strong_season_start_month,weak_season_start_month,mild_tilt_fraction,max_lump_multiple,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg06_ss11_ws4_mt0.5_ml6,GOLD,11,4,0.5,6,2.214276711408606,0.5112070295811805,2.2312322553607693,0.5049170813430391,False,2.2109534582368338,0.5086844864858621,2.227883543414292,0.5019039393179513,False
cfg06_ss11_ws4_mt0.5_ml6,SILVER,11,4,0.5,6,1.684367208909857,0.3264320270921647,1.686659698183187,0.3196772758715409,False,1.6818396156517557,0.3249543725860755,1.6841286627489933,0.31790937005101605,False
cfg06_ss11_ws4_mt0.5_ml6,BTC,11,4,0.5,6,9.203312637322266,1.0727297443487689,9.855679074865842,1.0673092354078406,False,9.189499270161571,1.0710238343957408,9.84088617851966,1.0652491717139174,False
cfg06_ss11_ws4_mt0.5_ml6,OIL,11,4,0.5,6,1.2014311765469614,0.24178720965908945,1.1798550873762443,0.22782375575083372,True,1.199628710996116,0.24050066685672522,1.1780850183556857,0.2262905906561879,True
cfg07_ss11_ws4_mt0.5_ml12,SP500,11,4,0.5,12,85.27477393464963,0.1557473319963807,85.27722344483453,0.1530965091120862,False,85.14673404629393,0.15500788193217047,85.14917987853534,0.15233705290993851,False
cfg07_ss11_ws4_mt0.5_ml12,GOLD,11,4,0.5,12,2.2157828809625073,0.5112207090501831,2.2312322553607693,0.5049170813430391,False,2.2124573662748874,0.5086981090501552,2.227883543414292,0.5019039393179513,False
cfg07_ss11_ws4_mt0.5_ml12,SILVER,11,4,0.5,12,1.6850091030042114,0.3266994060956614,1.686659698183187,0.3196772758715409,False,1.682480545941161,0.3252214156209821,1.6841286627489933,0.31790937005101605,False
cfg07_ss11_ws4_mt0.5_ml12,BTC,11,4,0.5,12,9.207143799935983,1.0725851205885426,9.855679074865842,1.0673092354078406,False,9.193324680278872,1.07088274187807,9.84088617851966,1.0652491717139174,False
cfg07_ss11_ws4_mt0.5_ml12,OIL,11,4,0.5,12,1.1956878185051034,0.23871298863559537,1.1798550873762443,0.22782375575083372,True,1.1938939766149805,0.23742392164114198,1.1780850183556857,0.2262905906561879,True
cfg08_ss10_ws5_mt0.0_ml6,SP500,10,5,0.0,6,85.41515675251708,0.15467973309437544,85.27722344483453,0.1530965091120862,True,85.28690607914933,0.15394209705358178,85.14917987853534,0.15233705290993851,True
cfg08_ss10_ws5_mt0.0_ml6,GOLD,10,5,0.0,6,2.213334139147647,0.5120748765888915,2.2312322553607693,0.5049170813430391,False,2.2100123012495425,0.509785515668203,2.227883543414292,0.5019039393179513,False
cfg08_ss10_ws5_mt0.0_ml6,SILVER,10,5,0.0,6,1.687790257720291,0.3259392968522148,1.686659698183187,0.3196772758715409,True,1.6852575247492585,0.32458911653647615,1.6841286627489933,0.31790937005101605,True
cfg08_ss10_ws5_mt0.0_ml6,BTC,10,5,0.0,6,9.588445354033091,1.1163336006950209,9.855679074865842,1.0673092354078406,False,9.574053709519992,1.114723382259136,9.84088617851966,1.0652491717139174,False
cfg08_ss10_ws5_mt0.0_ml6,OIL,10,5,0.0,6,1.1878124697123866,0.24037724437205582,1.1798550873762443,0.22782375575083372,True,1.1860304526703018,0.23923027740535405,1.1780850183556857,0.2262905906561879,True
cfg09_ss10_ws5_mt0.0_ml12,SP500,10,5,0.0,12,85.36385754921038,0.15419467079602175,85.27722344483453,0.1530965091120862,True,85.23568390167355,0.1534555917328602,85.14917987853534,0.15233705290993851,True
cfg09_ss10_ws5_mt0.0_ml12,GOLD,10,5,0.0,12,2.2117399308318766,0.5095032254297507,2.2312322553607693,0.5049170813430391,False,2.2084204866399517,0.507201748587195,2.227883543414292,0.5019039393179513,False
cfg09_ss10_ws5_mt0.0_ml12,SILVER,10,5,0.0,12,1.6850296250227697,0.3234347104494775,1.686659698183187,0.3196772758715409,False,1.682501037145875,0.32207903340406796,1.6841286627489933,0.31790937005101605,False
cfg09_ss10_ws5_mt0.0_ml12,BTC,10,5,0.0,12,9.812806073321529,1.125531355121589,9.855679074865842,1.0673092354078406,False,9.798077550851538,1.123921444041202,9.84088617851966,1.0652491717139174,False
cfg09_ss10_ws5_mt0.0_ml12,OIL,10,5,0.0,12,1.183276778645971,0.23991067652022913,1.1798550873762443,0.22782375575083372,True,1.181501571950831,0.23875686436017202,1.1780850183556857,0.2262905906561879,True
cfg10_ss10_ws5_mt0.5_ml6,SP500,10,5,0.5,6,85.3247611311563,0.15367607253211188,85.27722344483453,0.1530965091120862,True,85.19664618695012,0.15292651098547652,85.14917987853534,0.15233705290993851,True
