config_id,asset,yoy_window_months,lookback_years,threshold_level,decel_tilt_fraction,max_lump_multiple,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg17_yw12_lb5_tl2_tf0.25,GOLD,12,5,2,0.25,6.0,2.0992243026555513,0.494349274299778,2.2312322553607693,0.5049170813430391,False,2.0961515380526525,0.4919420153633712,2.227883543414292,0.5019039393179513,False
cfg17_yw12_lb5_tl2_tf0.25,SILVER,12,5,2,0.25,6.0,1.5508158478155107,0.29937020838920175,1.686659698183187,0.3196772758715409,False,1.5485665193309932,0.29794928870977627,1.6841286627489933,0.31790937005101605,False
cfg17_yw12_lb5_tl2_tf0.25,BTC,12,5,2,0.25,6.0,7.930941503240692,1.1002092285835803,9.855679074865842,1.0673092354078406,False,7.919329648100019,1.0990887300305379,9.84088617851966,1.0652491717139174,False
cfg17_yw12_lb5_tl2_tf0.25,OIL,12,5,2,0.25,6.0,1.1467354412922344,0.20888249584852012,1.1798550873762443,0.22782375575083372,False,1.1450927649578142,0.20763055793304375,1.1780850183556857,0.2262905906561879,False
cfg18_yw12_lb10_tl0_tf0.0,SP500,12,10,0,0.0,6.0,85.14203732317041,0.15299361828185568,85.27722344483453,0.1530965091120862,False,85.01419673903611,0.15223404896206888,85.14917987853534,0.15233705290993851,False
cfg18_yw12_lb10_tl0_tf0.0,GOLD,12,10,0,0.0,6.0,2.1796424057301635,0.4952345970291737,2.2312322553607693,0.5049170813430391,False,2.1763711560203705,0.49220951950443925,2.227883543414292,0.5019039393179513,False
cfg18_yw12_lb10_tl0_tf0.0,SILVER,12,10,0,0.0,6.0,1.6232146538778245,0.30912474872202467,1.686659698183187,0.3196772758715409,False,1.6207788812729187,0.3073466130925388,1.6841286627489933,0.31790937005101605,False
cfg18_yw12_lb10_tl0_tf0.0,BTC,12,10,0,0.0,6.0,9.719416379554016,1.0652860790395993,9.855679074865842,1.0673092354078406,False,9.704828081849442,1.063219211143537,9.84088617851966,1.0652491717139174,False
cfg18_yw12_lb10_tl0_tf0.0,OIL,12,10,0,0.0,6.0,1.171778324194309,0.22471258494719268,1.1798550873762443,0.22782375575083372,False,1.1700203824457949,0.22317087126760404,1.1780850183556857,0.2262905906561879,False
cfg19_yw12_lb10_tl0_tf0.25,SP500,12,10,0,0.25,6.0,85.18190704871816,0.15302417429510062,85.27722344483453,0.1530965091120862,False,85.05400660013117,0.15226463739822355,85.14917987853534,0.15233705290993851,False
cfg19_yw12_lb10_tl0_tf0.25,GOLD,12,10,0,0.25,6.0,2.1958725072492102,0.49832360141731524,2.2312322553607693,0.5049170813430391,False,2.1925768880176153,0.4953034257969531,2.227883543414292,0.5019039393179513,False
cfg19_yw12_lb10_tl0_tf0.25,SILVER,12,10,0,0.25,6.0,1.6419480149354346,0.3122052733632031,1.686659698183187,0.3196772758715409,False,1.639484114160773,0.3104301625659421,1.6841286627489933,0.31790937005101605,False
cfg19_yw12_lb10_tl0_tf0.25,BTC,12,10,0,0.25,6.0,9.75240550740028,1.0657593566916637,9.855679074865842,1.0673092354078406,False,9.737767676470712,1.063694291661215,9.84088617851966,1.0652491717139174,False
cfg19_yw12_lb10_tl0_tf0.25,OIL,12,10,0,0.25,6.0,1.1748436432368738,0.22568988674118895,1.1798550873762443,0.22782375575083372,False,1.1730810989072145,0.22415045157789817,1.1780850183556857,0.2262905906561879,False
cfg20_yw12_lb10_tl1_tf0.0,SP500,12,10,1,0.0,6.0,84.86776612118747,0.15278430489391567,85.27722344483453,0.1530965091120862,False,84.74033811271359,0.15202447590123222,85.14917987853534,0.15233705290993851,False
cfg20_yw12_lb10_tl1_tf0.0,GOLD,12,10,1,0.0,6.0,2.156575800493698,0.49420846013213066,2.2312322553607693,0.5049170813430391,False,2.153342782193695,0.49115210486230654,2.227883543414292,0.5019039393179513,False
cfg20_yw12_lb10_tl1_tf0.0,SILVER,12,10,1,0.0,6.0,1.6031211961566156,0.30539326784531673,1.686659698183187,0.3196772758715409,False,1.6007191907760423,0.30359763223084646,1.6841286627489933,0.31790937005101605,False
cfg20_yw12_lb10_tl1_tf0.0,BTC,12,10,1,0.0,6.0,9.760035819777698,1.0676215658523862,9.855679074865842,1.0673092354078406,False,9.745405693550511,1.0655477273737117,9.84088617851966,1.0652491717139174,False
cfg20_yw12_lb10_tl1_tf0.0,OIL,12,10,1,0.0,6.0,1.1889005822242547,0.228022629796798,1.1798550873762443,0.22782375575083372,True,1.1871205263774511,0.22647546099047103,1.1780850183556857,0.2262905906561879,True
cfg21_yw12_lb10_tl1_tf0.25,SP500,12,10,1,0.25,6.0,84.99147761645713,0.15287833611982882,85.27722344483453,0.1530965091120862,False,84.86386309794872,0.1521186092458223,85.14917987853534,0.15233705290993851,False
cfg21_yw12_lb10_tl1_tf0.25,GOLD,12,10,1,0.25,6.0,2.176442712222661,0.4971857145963921,2.2312322553607693,0.5049170813430391,False,2.173176266857472,0.49414058342424766,2.227883543414292,0.5019039393179513,False
cfg21_yw12_lb10_tl1_tf0.25,SILVER,12,10,1,0.25,6.0,1.6230635751327418,0.3089475732160928,1.686659698183187,0.3196772758715409,False,1.620628029372799,0.3071593429903592,1.6841286627489933,0.31790937005101605,False
cfg21_yw12_lb10_tl1_tf0.25,BTC,12,10,1,0.25,6.0,9.771585696218773,1.0672031901309842,9.855679074865842,1.0673092354078406,False,9.756919066206889,1.0651327094746768,9.84088617851966,1.0652491717139174,False
cfg21_yw12_lb10_tl1_tf0.25,OIL,12,10,1,0.25,6.0,1.1880380674809108,0.22821878170332613,1.1798550873762443,0.22782375575083372,True,1.1862557117034376,0.22667537713775834,1.1780850183556857,0.2262905906561879,True
cfg22_yw12_lb10_tl2_tf0.0,SP500,12,10,2,0.0,6.0,84.669824903173,0.15262321091720657,85.27722344483453,0.1530965091120862,False,84.54272842054769,0.15186278706140977,85.14917987853534,0.15233705290993851,False
cfg22_yw12_lb10_tl2_tf0.0,GOLD,12,10,2,0.0,6.0,1.9956764476679483,0.47046201472705507,2.2312322553607693,0.5049170813430391,False,1.9928481412210042,0.46731239349035525,2.227883543414292,0.5019039393179513,False
cfg22_yw12_lb10_tl2_tf0.0,SILVER,12,10,2,0.0,6.0,1.512926582283928,0.28670530186273724,1.686659698183187,0.3196772758715409,False,1.5108231254847093,0.284852934470178,1.6841286627489933,0.31790937005101605,False
