asset,variant,total_invested,final_wealth,wealth_over_invested,max_drawdown,longest_weeks_underwater,cagr,annualized_vol,sharpe,sortino,calmar,n_buys,n_sells,total_fees,avg_cash_share,avg_cost_per_unit,dca_wealth_over_invested,dca_sharpe,dca_max_drawdown
OIL,B1,681000.0,1127737.443420145,1.6560021195596841,-0.8802197467852626,951,0.03731858185051484,0.3778174904356598,0.23836147630640325,0.3376386698339429,0.042396892351949295,1362,0,682.4783972412633,0.03722648236465734,55.9906939078682,1.694179078306702,0.2534698851466516,-0.8834397847848202
OIL,B2,681000.0,1117862.0964178587,1.6415008757971494,-0.883375345747248,951,0.03855083393395309,0.38651711848421566,0.24513275394532477,0.3447357420167419,0.04364037792037642,1362,0,662.9245194385891,0.018911469758602775,55.82581928227373,1.694179078306702,0.2534698851466516,-0.8834397847848202
ENERGY,B1,724500.0,1817467.075025592,2.50858119396217,-0.7412812751905185,605,0.06258380852782741,0.2597241233654336,0.288261940332592,0.37679649135599064,0.08442653365518048,1449,0,726.5041981243959,0.037846380928348564,25.04014529242324,2.4998945553567453,0.2822976327198191,-0.743694639980949
ENERGY,B2,724500.0,1800534.6873954972,2.4852100585169046,-0.7337787297291609,605,0.06118154355737482,0.2615991713787572,0.2830541916888502,0.37148373497012127,0.08337873677526335,1449,0,723.5214598588909,0.021198366773373473,25.192193781056798,2.4998945553567453,0.2822976327198191,-0.743694639980949
