config_id,asset,tilt_strength,power,max_lump_multiple,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg15_ts0.7_p2.0_ml4,GOLD,0.7,2.0,4,2.2143945498291604,0.5060145826667554,2.2312322553607693,0.5049170813430391,False,2.211081769991254,0.5031603619467157,2.227883543414292,0.5019039393179513,False
cfg15_ts0.7_p2.0_ml4,SILVER,0.7,2.0,4,1.675405096618521,0.3221407851352001,1.686659698183187,0.3196772758715409,False,1.6729015756665406,0.3204835668926412,1.6841286627489933,0.31790937005101605,False
cfg15_ts0.7_p2.0_ml4,BTC,0.7,2.0,4,9.610236545091777,1.1027359291831196,9.855679074865842,1.0673092354078406,False,9.5958444245998,1.1009090499984702,9.84088617851966,1.0652491717139174,False
cfg15_ts0.7_p2.0_ml4,OIL,0.7,2.0,4,1.15870101485409,0.22304060116957522,1.1798550873762443,0.22782375575083372,False,1.1569733178377728,0.22157129258097016,1.1780850183556857,0.2262905906561879,False
cfg16_ts0.7_p2.0_ml8,SP500,0.7,2.0,8,85.24546067799841,0.15394126817642717,85.27722344483453,0.1530965091120862,False,85.11756156949274,0.15331090129634337,85.14917987853534,0.15233705290993851,False
cfg16_ts0.7_p2.0_ml8,GOLD,0.7,2.0,8,2.2143945498291604,0.5060145826667554,2.2312322553607693,0.5049170813430391,False,2.211081769991254,0.5031603619467157,2.227883543414292,0.5019039393179513,False
cfg16_ts0.7_p2.0_ml8,SILVER,0.7,2.0,8,1.675405096618521,0.3221407851352001,1.686659698183187,0.3196772758715409,False,1.6729015756665406,0.3204835668926412,1.6841286627489933,0.31790937005101605,False
cfg16_ts0.7_p2.0_ml8,BTC,0.7,2.0,8,9.610236545091777,1.1027359291831196,9.855679074865842,1.0673092354078406,False,9.5958444245998,1.1009090499984702,9.84088617851966,1.0652491717139174,False
cfg16_ts0.7_p2.0_ml8,OIL,0.7,2.0,8,1.15870101485409,0.22304060116957522,1.1798550873762443,0.22782375575083372,False,1.1569733178377728,0.22157129258097016,1.1780850183556857,0.2262905906561879,False
cfg17_ts0.7_p2.0_ml12,SP500,0.7,2.0,12,85.24546067799841,0.15394126817642717,85.27722344483453,0.1530965091120862,False,85.11756156949274,0.15331090129634337,85.14917987853534,0.15233705290993851,False
cfg17_ts0.7_p2.0_ml12,GOLD,0.7,2.0,12,2.2143945498291604,0.5060145826667554,2.2312322553607693,0.5049170813430391,False,2.211081769991254,0.5031603619467157,2.227883543414292,0.5019039393179513,False
cfg17_ts0.7_p2.0_ml12,SILVER,0.7,2.0,12,1.675405096618521,0.3221407851352001,1.686659698183187,0.3196772758715409,False,1.6729015756665406,0.3204835668926412,1.6841286627489933,0.31790937005101605,False
cfg17_ts0.7_p2.0_ml12,BTC,0.7,2.0,12,9.610236545091777,1.1027359291831196,9.855679074865842,1.0673092354078406,False,9.5958444245998,1.1009090499984702,9.84088617851966,1.0652491717139174,False
cfg17_ts0.7_p2.0_ml12,OIL,0.7,2.0,12,1.15870101485409,0.22304060116957522,1.1798550873762443,0.22782375575083372,False,1.1569733178377728,0.22157129258097016,1.1780850183556857,0.2262905906561879,False
