config_id,asset,sma_days,confirm_days,sell_on_exit,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg00_sma189_cd0_sx0,SP500,189,0,0,88.76056949450538,0.18340880308370772,85.27722344483453,0.1530965091120862,True,88.6272956788828,0.18269395087934992,85.14917987853534,0.15233705290993851,True
cfg00_sma189_cd0_sx0,GOLD,189,0,0,2.2202526869504253,0.5034104470324507,2.2312322553607693,0.5049170813430391,False,2.2169204608424034,0.5003941269642785,2.227883543414292,0.5019039393179513,False
cfg00_sma189_cd0_sx0,SILVER,189,0,0,1.6585822654017763,0.3120394587440826,1.686659698183187,0.3196772758715409,False,1.6560933882750581,0.31027695256796706,1.6841286627489933,0.31790937005101605,False
cfg00_sma189_cd0_sx0,BTC,189,0,0,9.716629121174666,1.0605305297764964,9.855679074865842,1.0673092354078406,False,9.70208844271828,1.0584999812989828,9.84088617851966,1.0652491717139174,False
cfg00_sma189_cd0_sx0,OIL,189,0,0,1.1736771064082698,0.21649372137664122,1.1798550873762443,0.22782375575083372,False,1.1719163136354114,0.21493806576326224,1.1780850183556857,0.2262905906561879,False
cfg01_sma189_cd0_sx1,SP500,189,0,1,172.5767121689711,0.3268920711348978,85.27722344483453,0.1530965091120862,True,82.09224476322474,0.2452844059859217,85.14917987853534,0.15233705290993851,False
cfg01_sma189_cd0_sx1,GOLD,189,0,1,1.8119202129915981,0.4141269546368681,2.2312322553607693,0.5049170813430391,False,1.6030489261457033,0.33521451583825745,2.227883543414292,0.5019039393179513,False
cfg01_sma189_cd0_sx1,SILVER,189,0,1,1.0231406667082221,0.0601074605512661,1.686659698183187,0.3196772758715409,False,0.8614451953818005,-0.008501205331419577,1.6841286627489933,0.31790937005101605,False
cfg01_sma189_cd0_sx1,BTC,189,0,1,13.362543551047525,1.1751414141985355,9.855679074865842,1.0673092354078406,True,12.948315080359984,1.1625285100162515,9.84088617851966,1.0652491717139174,True
cfg01_sma189_cd0_sx1,OIL,189,0,1,1.0130054165220983,0.13741642539074872,1.1798550873762443,0.22782375575083372,False,0.8569727319336837,0.07488085257598116,1.1780850183556857,0.2262905906561879,False
cfg02_sma189_cd3_sx0,SP500,189,3,0,88.31925495643064,0.18168275566384612,85.27722344483453,0.1530965091120862,True,88.1866437752497,0.18096592790345034,85.14917987853534,0.15233705290993851,True
