config_id,asset,n_weak_years,include_election_year_in_strong,bank_fraction,max_lump_multiple,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg12_nw1_ie1_bf0.3_ml4,SP500,1,True,0.3,4,85.41874325731153,0.15426686543799473,85.27722344483453,0.1530965091120862,True,85.29048719880151,0.15350961763653978,85.14917987853534,0.15233705290993851,True
cfg12_nw1_ie1_bf0.3_ml4,GOLD,1,True,0.3,4,2.217163089912857,0.5023126545156569,2.2312322553607693,0.5049170813430391,False,2.2138355028394257,0.4993636737198435,2.227883543414292,0.5019039393179513,False
cfg12_nw1_ie1_bf0.3_ml4,SILVER,1,True,0.3,4,1.6785451174753119,0.3195610294208641,1.686659698183187,0.3196772758715409,False,1.6760262660962342,0.3178410994596217,1.6841286627489933,0.31790937005101605,False
cfg12_nw1_ie1_bf0.3_ml4,BTC,1,True,0.3,4,9.685138092195638,1.063842236567335,9.855679074865842,1.0673092354078406,False,9.670601263390994,1.06177765942206,9.84088617851966,1.0652491717139174,False
cfg12_nw1_ie1_bf0.3_ml4,OIL,1,True,0.3,4,1.1817928679729859,0.2376219584477342,1.1798550873762443,0.22782375575083372,True,1.1800198893719505,0.23613500750920946,1.1780850183556857,0.2262905906561879,True
cfg13_nw1_ie1_bf0.3_ml8,SP500,1,True,0.3,8,85.44701757642758,0.15454989024896199,85.27722344483453,0.1530965091120862,True,85.31871906398496,0.1537929179161236,85.14917987853534,0.15233705290993851,True
cfg13_nw1_ie1_bf0.3_ml8,GOLD,1,True,0.3,8,2.2174666460295094,0.5024440943324924,2.2312322553607693,0.5049170813430391,False,2.214138603166111,0.49949236106252753,2.227883543414292,0.5019039393179513,False
cfg13_nw1_ie1_bf0.3_ml8,SILVER,1,True,0.3,8,1.67533335988429,0.31807805447862697,1.686659698183187,0.3196772758715409,False,1.672819330964057,0.3163559164820303,1.6841286627489933,0.31790937005101605,False
cfg13_nw1_ie1_bf0.3_ml8,BTC,1,True,0.3,8,9.677465738136496,1.0636347038130485,9.855679074865842,1.0673092354078406,False,9.66294042938299,1.06157018753027,9.84088617851966,1.0652491717139174,False
cfg13_nw1_ie1_bf0.3_ml8,OIL,1,True,0.3,8,1.1811202538718726,0.23715108805330887,1.1798550873762443,0.22782375575083372,True,1.1793482852019195,0.2356648172580618,1.1780850183556857,0.2262905906561879,True
cfg14_nw1_ie1_bf0.5_ml4,SP500,1,True,0.5,4,85.54315607293769,0.15480264682709005,85.27722344483453,0.1530965091120862,True,85.4147132083983,0.1540469513730937,85.14917987853534,0.15233705290993851,True
cfg14_nw1_ie1_bf0.5_ml4,GOLD,1,True,0.5,4,2.204626388932134,0.4987085888646476,2.2312322553607693,0.5049170813430391,False,2.20131762573405,0.4957987588671914,2.227883543414292,0.5019039393179513,False
cfg14_nw1_ie1_bf0.5_ml4,SILVER,1,True,0.5,4,1.672137956175461,0.31913096371897487,1.686659698183187,0.3196772758715409,False,1.6696287251586956,0.31744420402880347,1.6841286627489933,0.31790937005101605,False
cfg14_nw1_ie1_bf0.5_ml4,BTC,1,True,0.5,4,9.57503066036765,1.0616229594467061,9.855679074865842,1.0673092354078406,False,9.560659158037225,1.0595550821170292,9.84088617851966,1.0652491717139174,False
cfg14_nw1_ie1_bf0.5_ml4,OIL,1,True,0.5,4,1.181212612057285,0.24250404187581032,1.1798550873762443,0.22782375575083372,True,1.1794405047113794,0.24104728347712245,1.1780850183556857,0.2262905906561879,True
cfg15_nw1_ie1_bf0.5_ml8,SP500,1,True,0.5,8,85.53597430314368,0.15531655273153677,85.27722344483453,0.1530965091120862,True,85.40754222204228,0.1545612335591647,85.14917987853534,0.15233705290993851,True
cfg15_nw1_ie1_bf0.5_ml8,GOLD,1,True,0.5,8,2.2087123953062315,0.5009314986491381,2.2312322553607693,0.5049170813430391,False,2.2053974969634393,0.4980238447202208,2.227883543414292,0.5019039393179513,False
