config_id,asset,days_before_month_end,days_after_month_start,mild_tilt_fraction,max_lump_multiple,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg00_db1_da3_mt0.0_ml3,SP500,1,3,0.0,3,58.44535205785229,0.1623345385475291,85.27722344483453,0.1530965091120862,False,58.36603024919419,0.16166898601308635,85.14917987853534,0.15233705290993851,False
cfg00_db1_da3_mt0.0_ml3,GOLD,1,3,0.0,3,1.8272626419890472,0.47289939106474765,2.2312322553607693,0.5049170813430391,False,1.8251468333647123,0.47027061804329146,2.227883543414292,0.5019039393179513,False
cfg00_db1_da3_mt0.0_ml3,SILVER,1,3,0.0,3,1.4786170005896428,0.28050640570519125,1.686659698183187,0.3196772758715409,False,1.4770298430440205,0.27899870537473026,1.6841286627489933,0.31790937005101605,False
cfg00_db1_da3_mt0.0_ml3,BTC,1,3,0.0,3,4.480027782576122,0.9555415721755671,9.855679074865842,1.0673092354078406,False,4.4742529820981085,0.9546110187944101,9.84088617851966,1.0652491717139174,False
cfg00_db1_da3_mt0.0_ml3,OIL,1,3,0.0,3,1.1566893477609246,0.19701288998263128,1.1798550873762443,0.22782375575083372,False,1.1555798732185008,0.19544966561421673,1.1780850183556857,0.2262905906561879,False
cfg01_db1_da3_mt0.0_ml6,SP500,1,3,0.0,6,85.71745702980199,0.1569390849173617,85.27722344483453,0.1530965091120862,True,85.58875402222803,0.1562654610592238,85.14917987853534,0.15233705290993851,True
cfg01_db1_da3_mt0.0_ml6,GOLD,1,3,0.0,6,2.2237919616248494,0.5095603494891162,2.2312322553607693,0.5049170813430391,False,2.2204618847705255,0.5069028782584197,2.227883543414292,0.5019039393179513,False
cfg01_db1_da3_mt0.0_ml6,SILVER,1,3,0.0,6,1.6766749507781396,0.32209612572471125,1.686659698183187,0.3196772758715409,False,1.6741663709370989,0.3205425179812318,1.6841286627489933,0.31790937005101605,False
cfg01_db1_da3_mt0.0_ml6,BTC,1,3,0.0,6,7.8382434080522305,1.0883916234977946,9.855679074865842,1.0673092354078406,False,7.82679678497007,1.0871520259229672,9.84088617851966,1.0652491717139174,False
cfg01_db1_da3_mt0.0_ml6,OIL,1,3,0.0,6,1.1729415815826554,0.2376476658041608,1.1798550873762443,0.22782375575083372,False,1.1711893492990846,0.2362343557937171,1.1780850183556857,0.2262905906561879,False
cfg02_db1_da3_mt0.5_ml3,SP500,1,3,0.5,3,85.40066817892061,0.15476660762862807,85.27722344483453,0.1530965091120862,True,85.27244035854939,0.15405040887895427,85.14917987853534,0.15233705290993851,True
cfg02_db1_da3_mt0.5_ml3,GOLD,1,3,0.5,3,2.222578448867835,0.5061953713663192,2.2312322553607693,0.5049170813430391,False,2.219247951739993,0.5033608101683518,2.227883543414292,0.5019039393179513,False
cfg02_db1_da3_mt0.5_ml3,SILVER,1,3,0.5,3,1.6788074426911526,0.3202471063077341,1.686659698183187,0.3196772758715409,False,1.6762934185455578,0.3185874934170548,1.6841286627489933,0.31790937005101605,False
cfg02_db1_da3_mt0.5_ml3,BTC,1,3,0.5,3,8.308821903614582,1.067749406499963,9.855679074865842,1.0673092354078406,False,8.296613121709806,1.0661320293332095,9.84088617851966,1.0652491717139174,False
cfg02_db1_da3_mt0.5_ml3,OIL,1,3,0.5,3,1.175036273837025,0.2327873934299614,1.1798550873762443,0.22782375575083372,False,1.173278656223111,0.23131513068331586,1.1780850183556857,0.2262905906561879,False
cfg03_db1_da3_mt0.5_ml6,SP500,1,3,0.5,6,85.44779770053084,0.1543454846670647,85.27722344483453,0.1530965091120862,True,85.31949864255667,0.15362671470159267,85.14917987853534,0.15233705290993851,True
cfg03_db1_da3_mt0.5_ml6,GOLD,1,3,0.5,6,2.2283556101055697,0.507483877355773,2.2312322553607693,0.5049170813430391,False,2.2250141922853377,0.5046486250927655,2.227883543414292,0.5019039393179513,False
cfg03_db1_da3_mt0.5_ml6,SILVER,1,3,0.5,6,1.6813049774919078,0.32068009446432044,1.686659698183187,0.3196772758715409,False,1.6787849570179434,0.3190179443495221,1.6841286627489933,0.31790937005101605,False
cfg03_db1_da3_mt0.5_ml6,BTC,1,3,0.5,6,9.602413017611262,1.1049457481884348,9.855679074865842,1.0673092354078406,False,9.588011249979392,1.103284985683337,9.84088617851966,1.0652491717139174,False
cfg03_db1_da3_mt0.5_ml6,OIL,1,3,0.5,6,1.1780938746933336,0.23297270300728798,1.1798550873762443,0.22782375575083372,False,1.176329422032861,0.23149905943906365,1.1780850183556857,0.2262905906561879,False
cfg04_db1_da4_mt0.0_ml3,SP500,1,4,0.0,3,70.57500784799215,0.15378159430535973,85.27722344483453,0.1530965091120862,False,70.47357410758875,0.15304650262365213,85.14917987853534,0.15233705290993851,False
cfg04_db1_da4_mt0.0_ml3,GOLD,1,4,0.0,3,1.9865840191998552,0.4912402075458195,2.2312322553607693,0.5049170813430391,False,1.983973703811262,0.4886546606106612,2.227883543414292,0.5019039393179513,False
cfg04_db1_da4_mt0.0_ml3,SILVER,1,4,0.0,3,1.559630284121908,0.30206091538368995,1.686659698183187,0.3196772758715409,False,1.557661067533444,0.3005617233411821,1.6841286627489933,0.31790937005101605,False
cfg04_db1_da4_mt0.0_ml3,BTC,1,4,0.0,3,5.292128645122884,1.000679948634426,9.855679074865842,1.0673092354078406,False,5.284979463197576,0.9996879755681392,9.84088617851966,1.0652491717139174,False
cfg04_db1_da4_mt0.0_ml3,OIL,1,4,0.0,3,1.1591824105000998,0.21083684317709125,1.1798550873762443,0.22782375575083372,False,1.1578141265298019,0.20934625659358103,1.1780850183556857,0.2262905906561879,False
cfg05_db1_da4_mt0.0_ml6,SP500,1,4,0.0,6,85.15399730198808,0.15135640287988733,85.27722344483453,0.1530965091120862,False,85.0261400115787,0.15063660462399658,85.14917987853534,0.15233705290993851,False
cfg05_db1_da4_mt0.0_ml6,GOLD,1,4,0.0,6,2.2277074338790976,0.5101034557465528,2.2312322553607693,0.5049170813430391,False,2.2243699641355095,0.5074361421165079,2.227883543414292,0.5019039393179513,False
cfg05_db1_da4_mt0.0_ml6,SILVER,1,4,0.0,6,1.6805712357338332,0.3233294259464694,1.686659698183187,0.3196772758715409,False,1.6780552918132872,0.32176786001062174,1.6841286627489933,0.31790937005101605,False
cfg05_db1_da4_mt0.0_ml6,BTC,1,4,0.0,6,8.955666618876778,1.1107791749850242,9.855679074865842,1.0673092354078406,False,8.94226139249751,1.109483505700265,9.84088617851966,1.0652491717139174,False
cfg05_db1_da4_mt0.0_ml6,OIL,1,4,0.0,6,1.1759968567011603,0.2379170358847576,1.1798550873762443,0.22782375575083372,False,1.1742385246129483,0.23649836085995307,1.1780850183556857,0.2262905906561879,False
cfg06_db1_da4_mt0.5_ml3,SP500,1,4,0.5,3,85.21603315230027,0.15223658375165772,85.27722344483453,0.1530965091120862,False,85.08808208914307,0.15149685863258947,85.14917987853534,0.15233705290993851,False
cfg06_db1_da4_mt0.5_ml3,GOLD,1,4,0.5,3,2.2294668049984643,0.5075205848962641,2.2312322553607693,0.5049170813430391,False,2.226123718717434,0.5046811986392219,2.227883543414292,0.5019039393179513,False
cfg06_db1_da4_mt0.5_ml3,SILVER,1,4,0.5,3,1.6836155581618673,0.32151405715755316,1.686659698183187,0.3196772758715409,False,1.681092068347557,0.3198496514903045,1.6841286627489933,0.31790937005101605,False
cfg06_db1_da4_mt0.5_ml3,BTC,1,4,0.5,3,8.937706927501564,1.0815752347838747,9.855679074865842,1.0673092354078406,False,8.924427620590256,1.079917442400174,9.84088617851966,1.0652491717139174,False
cfg06_db1_da4_mt0.5_ml3,OIL,1,4,0.5,3,1.1779265940141868,0.23289619897123923,1.1798550873762443,0.22782375575083372,False,1.1761623925259046,0.23142055634280498,1.1780850183556857,0.2262905906561879,False
cfg07_db1_da4_mt0.5_ml6,SP500,1,4,0.5,6,85.21561037341125,0.15223428430728192,85.27722344483453,0.1530965091120862,False,85.08765994505715,0.15149455472424195,85.14917987853534,0.15233705290993851,False
cfg07_db1_da4_mt0.5_ml6,GOLD,1,4,0.5,6,2.229469844619931,0.5075234970818362,2.2312322553607693,0.5049170813430391,False,2.2261267537749023,0.5046840242779229,2.227883543414292,0.5019039393179513,False
cfg07_db1_da4_mt0.5_ml6,SILVER,1,4,0.5,6,1.6836154669585068,0.3215114048934132,1.686659698183187,0.3196772758715409,False,1.6810919772811386,0.3198469437861575,1.6841286627489933,0.31790937005101605,False
cfg07_db1_da4_mt0.5_ml6,BTC,1,4,0.5,6,9.742244850373424,1.1030749825576525,9.855679074865842,1.0673092354078406,False,9.727633125034705,1.1013953797036065,9.84088617851966,1.0652491717139174,False
cfg07_db1_da4_mt0.5_ml6,OIL,1,4,0.5,6,1.1779259720387008,0.23289706998677523,1.1798550873762443,0.22782375575083372,False,1.1761617714843164,0.2314213939895419,1.1780850183556857,0.2262905906561879,False
cfg08_db2_da3_mt0.0_ml3,SP500,2,3,0.0,3,65.52884979735312,0.1599972719150076,85.27722344483453,0.1530965091120862,False,65.43671720938727,0.1593366878426914,85.14917987853534,0.15233705290993851,False
cfg08_db2_da3_mt0.0_ml3,GOLD,2,3,0.0,3,1.9287056802419549,0.48420062071152425,2.2312322553607693,0.5049170813430391,False,1.9262657466854205,0.481650403107165,2.227883543414292,0.5019039393179513,False
cfg08_db2_da3_mt0.0_ml3,SILVER,2,3,0.0,3,1.5263954291586685,0.29392691188139564,1.686659698183187,0.3196772758715409,False,1.52456471389975,0.2924547425145209,1.6841286627489933,0.31790937005101605,False
cfg08_db2_da3_mt0.0_ml3,BTC,2,3,0.0,3,5.294122056237101,1.0059512336063268,9.855679074865842,1.0673092354078406,False,5.28698729052833,1.0050193177235276,9.84088617851966,1.0652491717139174,False
cfg08_db2_da3_mt0.0_ml3,OIL,2,3,0.0,3,1.1579430325044149,0.20841304282026105,1.1798550873762443,0.22782375575083372,False,1.1566600149255313,0.20692379661807686,1.1780850183556857,0.2262905906561879,False
