config_id,asset,lookback_days,lag_days,k,min_mult,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg22_lb252_lag126_k1.5_mn0.25,GOLD,252,126,1.5,0.25,2.2314818417400373,0.5049996909605827,2.2312322553607693,0.5049170813430391,True,2.2281327550392342,0.5019861484241174,2.227883543414292,0.5019039393179513,True
cfg22_lb252_lag126_k1.5_mn0.25,SILVER,252,126,1.5,0.25,1.6865160103937473,0.31964008837661284,1.686659698183187,0.3196772758715409,False,1.683985190706987,0.3178719063049364,1.6841286627489933,0.31790937005101605,False
cfg22_lb252_lag126_k1.5_mn0.25,BTC,252,126,1.5,0.25,9.852925567338911,1.0672360160056518,9.855679074865842,1.0673092354078406,False,9.838139516082178,1.0651759642886804,9.84088617851966,1.0652491717139174,False
cfg22_lb252_lag126_k1.5_mn0.25,OIL,252,126,1.5,0.25,1.1808140391291602,0.22800814775801367,1.1798550873762443,0.22782375575083372,True,1.179042530241104,0.22647475451103002,1.1780850183556857,0.2262905906561879,True
cfg23_lb252_lag126_k1.5_mn0.5,SP500,252,126,1.5,0.5,85.26487971635906,0.15305774951147785,85.27722344483453,0.1530965091120862,False,85.13685468418691,0.15229821098559593,85.14917987853534,0.15233705290993851,False
cfg23_lb252_lag126_k1.5_mn0.5,GOLD,252,126,1.5,0.5,2.2313008737720055,0.5049230183887133,2.2312322553607693,0.5049170813430391,True,2.227952058794888,0.501909726767957,2.227883543414292,0.5019039393179513,True
cfg23_lb252_lag126_k1.5_mn0.5,SILVER,252,126,1.5,0.5,1.6867990642202217,0.31969550618114456,1.686659698183187,0.3196772758715409,True,1.6842678195277152,0.31792751722572204,1.6841286627489933,0.31790937005101605,True
cfg23_lb252_lag126_k1.5_mn0.5,BTC,252,126,1.5,0.5,9.854731103526019,1.0672893728042199,9.855679074865842,1.0673092354078406,False,9.839939630720467,1.0652292794486409,9.84088617851966,1.0652491717139174,False
cfg23_lb252_lag126_k1.5_mn0.5,OIL,252,126,1.5,0.5,1.1803219749090175,0.2278887166268839,1.1798550873762443,0.22782375575083372,True,1.1785512048561269,0.22635544261759616,1.1780850183556857,0.2262905906561879,True
cfg24_lb378_lag63_k0.5_mn0.25,SP500,378,63,0.5,0.25,85.27438049675519,0.153069185986081,85.27722344483453,0.1530965091120862,False,85.1463411991471,0.15230965312599984,85.14917987853534,0.15233705290993851,False
cfg24_lb378_lag63_k0.5_mn0.25,GOLD,378,63,0.5,0.25,2.231364319869235,0.504947733472075,2.2312322553607693,0.5049170813430391,True,2.228015409627696,0.501934539533153,2.227883543414292,0.5019039393179513,True
cfg24_lb378_lag63_k0.5_mn0.25,SILVER,378,63,0.5,0.25,1.6867547065737094,0.319687975729771,1.686659698183187,0.3196772758715409,True,1.6842235284842675,0.31792002765123195,1.6841286627489933,0.31790937005101605,True
cfg24_lb378_lag63_k0.5_mn0.25,BTC,378,63,0.5,0.25,9.853807500101016,1.0672705894994212,9.855679074865842,1.0673092354078406,False,9.839017413927147,1.0652104727474612,9.84088617851966,1.0652491717139174,False
cfg24_lb378_lag63_k0.5_mn0.25,OIL,378,63,0.5,0.25,1.1803524529503973,0.22793965157753956,1.1798550873762443,0.22782375575083372,True,1.1785816371346804,0.2264065039227519,1.1780850183556857,0.2262905906561879,True
cfg25_lb378_lag63_k0.5_mn0.5,SP500,378,63,0.5,0.5,85.27438049675519,0.153069185986081,85.27722344483453,0.1530965091120862,False,85.1463411991471,0.15230965312599984,85.14917987853534,0.15233705290993851,False
cfg25_lb378_lag63_k0.5_mn0.5,GOLD,378,63,0.5,0.5,2.231364319869235,0.504947733472075,2.2312322553607693,0.5049170813430391,True,2.228015409627696,0.501934539533153,2.227883543414292,0.5019039393179513,True
cfg25_lb378_lag63_k0.5_mn0.5,SILVER,378,63,0.5,0.5,1.6867547065737094,0.319687975729771,1.686659698183187,0.3196772758715409,True,1.6842235284842675,0.31792002765123195,1.6841286627489933,0.31790937005101605,True
cfg25_lb378_lag63_k0.5_mn0.5,BTC,378,63,0.5,0.5,9.853807500101016,1.0672705894994212,9.855679074865842,1.0673092354078406,False,9.839017413927147,1.0652104727474612,9.84088617851966,1.0652491717139174,False
cfg25_lb378_lag63_k0.5_mn0.5,OIL,378,63,0.5,0.5,1.1803524529503973,0.22793965157753956,1.1798550873762443,0.22782375575083372,True,1.1785816371346804,0.2264065039227519,1.1780850183556857,0.2262905906561879,True
cfg26_lb378_lag63_k1.0_mn0.25,SP500,378,63,1.0,0.25,85.27512406281382,0.15309043052666144,85.27722344483453,0.1530965091120862,False,85.14708364873998,0.1523308812619198,85.14917987853534,0.15233705290993851,False
cfg26_lb378_lag63_k1.0_mn0.25,GOLD,378,63,1.0,0.25,2.231345490639761,0.5049540892022429,2.2312322553607693,0.5049170813430391,True,2.2279966086703404,0.501940679516705,2.227883543414292,0.5019039393179513,True
cfg26_lb378_lag63_k1.0_mn0.25,SILVER,378,63,1.0,0.25,1.6866061429388945,0.3196522744893357,1.686659698183187,0.3196772758715409,False,1.6840751879179783,0.3178841906647452,1.6841286627489933,0.31790937005101605,False
cfg26_lb378_lag63_k1.0_mn0.25,BTC,378,63,1.0,0.25,9.850325999807314,1.067181508815608,9.855679074865842,1.0673092354078406,False,9.835541141111364,1.0651213321996418,9.84088617851966,1.0652491717139174,False
cfg26_lb378_lag63_k1.0_mn0.25,OIL,378,63,1.0,0.25,1.1807858131982316,0.22802482459307635,1.1798550873762443,0.22782375575083372,True,1.179014346691451,0.22649163117938997,1.1780850183556857,0.2262905906561879,True
cfg27_lb378_lag63_k1.0_mn0.5,SP500,378,63,1.0,0.5,85.2772557226958,0.15307803828856914,85.27722344483453,0.1530965091120862,False,85.1492121079313,0.15231850260192234,85.14917987853534,0.15233705290993851,False
cfg27_lb378_lag63_k1.0_mn0.5,GOLD,378,63,1.0,0.5,2.2313876505354338,0.5049478679635003,2.2312322553607693,0.5049170813430391,True,2.2280387052628736,0.5019346257207852,2.227883543414292,0.5019039393179513,True
cfg27_lb378_lag63_k1.0_mn0.5,SILVER,378,63,1.0,0.5,1.686922257327699,0.3197126681298992,1.686659698183187,0.3196772758715409,True,1.6843908276605533,0.31794470492829163,1.6841286627489933,0.31790937005101605,True
cfg27_lb378_lag63_k1.0_mn0.5,BTC,378,63,1.0,0.5,9.853723730062717,1.0672689762884866,9.855679074865842,1.0673092354078406,False,9.838933769669692,1.0652088556013204,9.84088617851966,1.0652491717139174,False
cfg27_lb378_lag63_k1.0_mn0.5,OIL,378,63,1.0,0.5,1.1804340993934173,0.22795272247630757,1.1798550873762443,0.22782375575083372,True,1.1786631609854459,0.2264195445651348,1.1780850183556857,0.2262905906561879,True
cfg28_lb378_lag63_k1.5_mn0.25,SP500,378,63,1.5,0.25,85.27432173295482,0.1530990360544511,85.27722344483453,0.1530965091120862,False,85.1462825235808,0.15233948070337103,85.14917987853534,0.15233705290993851,False
cfg28_lb378_lag63_k1.5_mn0.25,GOLD,378,63,1.5,0.25,2.231379541129993,0.5049652618703113,2.2312322553607693,0.5049170813430391,True,2.2280306080337056,0.5019517445772173,2.227883543414292,0.5019039393179513,True
cfg28_lb378_lag63_k1.5_mn0.25,SILVER,378,63,1.5,0.25,1.686513922764568,0.31962449993304276,1.686659698183187,0.3196772758715409,False,1.6839831062123782,0.31785634328190854,1.6841286627489933,0.31790937005101605,False
cfg28_lb378_lag63_k1.5_mn0.25,BTC,378,63,1.5,0.25,9.850674726616043,1.0671901260474785,9.855679074865842,1.0673092354078406,False,9.835889344306247,1.0651299458603902,9.84088617851966,1.0652491717139174,False
cfg28_lb378_lag63_k1.5_mn0.25,OIL,378,63,1.5,0.25,1.1807601511877501,0.2279951436533181,1.1798550873762443,0.22782375575083372,True,1.1789887232125167,0.22646184365856245,1.1780850183556857,0.2262905906561879,True
cfg29_lb378_lag63_k1.5_mn0.5,SP500,378,63,1.5,0.5,85.27824056173331,0.1530783571517767,85.27722344483453,0.1530965091120862,False,85.15019546823171,0.1523188161435603,85.14917987853534,0.15233705290993851,False
cfg29_lb378_lag63_k1.5_mn0.5,GOLD,378,63,1.5,0.5,2.2313347039259015,0.5049322570710538,2.2312322553607693,0.5049170813430391,True,2.2279858381527538,0.5019189855865367,2.227883543414292,0.5019039393179513,True
cfg29_lb378_lag63_k1.5_mn0.5,SILVER,378,63,1.5,0.5,1.6870264000498785,0.31973158525276346,1.686659698183187,0.3196772758715409,True,1.6844948140122773,0.31796362333972855,1.6841286627489933,0.31790937005101605,True
cfg29_lb378_lag63_k1.5_mn0.5,BTC,378,63,1.5,0.5,9.853645398090693,1.0672670846755716,9.855679074865842,1.0673092354078406,False,9.838855555313236,1.0652069623688056,9.84088617851966,1.0652491717139174,False
cfg29_lb378_lag63_k1.5_mn0.5,OIL,378,63,1.5,0.5,1.1804532408250927,0.22795173786489012,1.1798550873762443,0.22782375575083372,True,1.1786822736762332,0.22641854005480294,1.1780850183556857,0.2262905906561879,True
cfg30_lb378_lag126_k0.5_mn0.25,SP500,378,126,0.5,0.25,85.28261524756586,0.1530935882560226,85.27722344483453,0.1530965091120862,False,85.15456358546707,0.15233410910609535,85.14917987853534,0.15233705290993851,False
cfg30_lb378_lag126_k0.5_mn0.25,GOLD,378,126,0.5,0.25,2.231285726841332,0.5049330474222502,2.2312322553607693,0.5049170813430391,True,2.227936934607343,0.501919843665518,2.227883543414292,0.5019039393179513,True
cfg30_lb378_lag126_k0.5_mn0.25,SILVER,378,126,0.5,0.25,1.6866332581692518,0.3196593383224643,1.686659698183187,0.3196772758715409,False,1.684102262434783,0.31789135989902834,1.6841286627489933,0.31790937005101605,False
cfg30_lb378_lag126_k0.5_mn0.25,BTC,378,126,0.5,0.25,9.855465348686604,1.067306960061622,9.855679074865842,1.0673092354078406,False,9.840672773250589,1.065246878538365,9.84088617851966,1.0652491717139174,False
cfg30_lb378_lag126_k0.5_mn0.25,OIL,378,126,0.5,0.25,1.1802857128300173,0.22789396459298591,1.1798550873762443,0.22782375575083372,True,1.1785149972246958,0.22636073312808272,1.1780850183556857,0.2262905906561879,True
cfg31_lb378_lag126_k0.5_mn0.5,SP500,378,126,0.5,0.5,85.28261524756586,0.1530935882560226,85.27722344483453,0.1530965091120862,False,85.15456358546707,0.15233410910609535,85.14917987853534,0.15233705290993851,False
cfg31_lb378_lag126_k0.5_mn0.5,GOLD,378,126,0.5,0.5,2.231285726841332,0.5049330474222502,2.2312322553607693,0.5049170813430391,True,2.227936934607343,0.501919843665518,2.227883543414292,0.5019039393179513,True
cfg31_lb378_lag126_k0.5_mn0.5,SILVER,378,126,0.5,0.5,1.6866332581692518,0.3196593383224643,1.686659698183187,0.3196772758715409,False,1.684102262434783,0.31789135989902834,1.6841286627489933,0.31790937005101605,False
cfg31_lb378_lag126_k0.5_mn0.5,BTC,378,126,0.5,0.5,9.855465348686604,1.067306960061622,9.855679074865842,1.0673092354078406,False,9.840672773250589,1.065246878538365,9.84088617851966,1.0652491717139174,False
cfg31_lb378_lag126_k0.5_mn0.5,OIL,378,126,0.5,0.5,1.1802857128300173,0.22789396459298591,1.1798550873762443,0.22782375575083372,True,1.1785149972246958,0.22636073312808272,1.1780850183556857,0.2262905906561879,True
cfg32_lb378_lag126_k1.0_mn0.25,SP500,378,126,1.0,0.25,85.27288558856284,0.15305853696318744,85.27722344483453,0.1530965091120862,False,85.14484853556165,0.15229898892166432,85.14917987853534,0.15233705290993851,False
cfg32_lb378_lag126_k1.0_mn0.25,GOLD,378,126,1.0,0.25,2.2312219378288556,0.5049318132536206,2.2312322553607693,0.5049170813430391,False,2.2278732413741613,0.501918415470043,2.227883543414292,0.5019039393179513,False
cfg32_lb378_lag126_k1.0_mn0.25,SILVER,378,126,1.0,0.25,1.6861170459127006,0.3195502770875737,1.686659698183187,0.3196772758715409,False,1.6835868252717054,0.3177821064760997,1.6841286627489933,0.31790937005101605,False
cfg32_lb378_lag126_k1.0_mn0.25,BTC,378,126,1.0,0.25,9.852130474366414,1.0672193844228872,9.855679074865842,1.0673092354078406,False,9.837342906249205,1.0651592441915236,9.84088617851966,1.0652491717139174,False
cfg32_lb378_lag126_k1.0_mn0.25,OIL,378,126,1.0,0.25,1.1806372555215883,0.2279133567589549,1.1798550873762443,0.22782375575083372,True,1.178866012074385,0.2263799328141274,1.1780850183556857,0.2262905906561879,True
cfg33_lb378_lag126_k1.0_mn0.5,SP500,378,126,1.0,0.5,85.28463283406299,0.15309783957547973,85.27722344483453,0.1530965091120862,True,85.15657814255492,0.1523383608929372,85.14917987853534,0.15233705290993851,True
cfg33_lb378_lag126_k1.0_mn0.5,GOLD,378,126,1.0,0.5,2.231298674335642,0.504937179688043,2.2312322553607693,0.5049170813430391,True,2.227949862660982,0.5019239413984535,2.227883543414292,0.5019039393179513,True
cfg33_lb378_lag126_k1.0_mn0.5,SILVER,378,126,1.0,0.5,1.6866803280393006,0.31966068470378517,1.686659698183187,0.3196772758715409,False,1.6841492616293443,0.3178926827976276,1.6841286627489933,0.31790937005101605,False
cfg33_lb378_lag126_k1.0_mn0.5,BTC,378,126,1.0,0.5,9.855095828964663,1.0672990915743399,9.855679074865842,1.0673092354078406,False,9.84030380836306,1.0652390001268794,9.84088617851966,1.0652491717139174,False
cfg33_lb378_lag126_k1.0_mn0.5,OIL,378,126,1.0,0.5,1.180425953468234,0.2279149459886718,1.1798550873762443,0.22782375575083372,True,1.1786550272913787,0.22638171088016995,1.1780850183556857,0.2262905906561879,True
cfg34_lb378_lag126_k1.5_mn0.25,SP500,378,126,1.5,0.25,85.27560895813569,0.1530615989694102,85.27722344483453,0.1530965091120862,False,85.14756781599095,0.15230204295652644,85.14917987853534,0.15233705290993851,False
cfg34_lb378_lag126_k1.5_mn0.25,GOLD,378,126,1.5,0.25,2.231209045486083,0.5049289343540163,2.2312322553607693,0.5049170813430391,False,2.2278603683892606,0.5019154641980524,2.227883543414292,0.5019039393179513,False
cfg34_lb378_lag126_k1.5_mn0.25,SILVER,378,126,1.5,0.25,1.686177748085744,0.31955455472539673,1.686659698183187,0.3196772758715409,False,1.683647436300343,0.31778633871744566,1.6841286627489933,0.31790937005101605,False
cfg34_lb378_lag126_k1.5_mn0.25,BTC,378,126,1.5,0.25,9.85006939293474,1.067164297634255,9.855679074865842,1.0673092354078406,False,9.83528491953438,1.0651041390143763,9.84088617851966,1.0652491717139174,False
cfg34_lb378_lag126_k1.5_mn0.25,OIL,378,126,1.5,0.25,1.180600371353846,0.22789512045282415,1.1798550873762443,0.22782375575083372,True,1.178829183288274,0.22636164970172332,1.1780850183556857,0.2262905906561879,True
cfg35_lb378_lag126_k1.5_mn0.5,SP500,378,126,1.5,0.5,85.28432331329807,0.1530944073978658,85.27722344483453,0.1530965091120862,False,85.15626908653591,0.15233492212440525,85.14917987853534,0.15233705290993851,False
cfg35_lb378_lag126_k1.5_mn0.5,GOLD,378,126,1.5,0.5,2.2313367895028966,0.50494765685766,2.2312322553607693,0.5049170813430391,True,2.2279879205982556,0.5019344110303233,2.227883543414292,0.5019039393179513,True
cfg35_lb378_lag126_k1.5_mn0.5,SILVER,378,126,1.5,0.5,1.6867105887406233,0.3196669700805378,1.686659698183187,0.3196772758715409,False,1.6841794768941771,0.31789896630803965,1.6841286627489933,0.31790937005101605,False
cfg35_lb378_lag126_k1.5_mn0.5,BTC,378,126,1.5,0.5,9.8548327607499,1.0672940648061269,9.855679074865842,1.0673092354078406,False,9.840041135145626,1.0652339652309104,9.84088617851966,1.0652491717139174,False
cfg35_lb378_lag126_k1.5_mn0.5,OIL,378,126,1.5,0.5,1.1804417190790266,0.22791688881442562,1.1798550873762443,0.22782375575083372,True,1.1786707692300833,0.22638364898145796,1.1780850183556857,0.2262905906561879,True
