config_id,asset,window_days,mild_tilt_fraction,max_lump_multiple,banking_window_weeks,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg11_wd1_mt0.0_ml6_bw8,OIL,1,0.0,6,8,1.1882025675121168,0.23036358116860442,1.1798550873762443,0.22782375575083372,True,1.1865324769241328,0.22920994537050726,1.1780850183556857,0.2262905906561879,True
cfg12_wd1_mt0.5_ml3_bw4,SP500,1,0.5,3,4,50.22029817230852,0.16493282862259517,85.27722344483453,0.1530965091120862,False,50.15575252344612,0.16421513980770758,85.14917987853534,0.15233705290993851,False
cfg12_wd1_mt0.5_ml3_bw4,GOLD,1,0.5,3,4,2.1839276850263247,0.5063943594528867,2.2312322553607693,0.5049170813430391,False,2.1807173502200214,0.5037395249209872,2.227883543414292,0.5019039393179513,False
cfg12_wd1_mt0.5_ml3_bw4,SILVER,1,0.5,3,4,1.664158106039254,0.32022363363813433,1.686659698183187,0.3196772758715409,False,1.6617282117168943,0.31866375054259716,1.6841286627489933,0.31790937005101605,False
cfg12_wd1_mt0.5_ml3_bw4,BTC,1,0.5,3,4,9.281007213607001,1.0738368894837105,9.855679074865842,1.0673092354078406,False,9.26714724698992,1.0721116167667768,9.84088617851966,1.0652491717139174,False
cfg12_wd1_mt0.5_ml3_bw4,OIL,1,0.5,3,4,1.1838691017497658,0.22610626364796943,1.1798550873762443,0.22782375575083372,False,1.182160299278523,0.2247314950470332,1.1780850183556857,0.2262905906561879,False
cfg13_wd1_mt0.5_ml3_bw8,SP500,1,0.5,3,8,50.22029817230852,0.16493282862259517,85.27722344483453,0.1530965091120862,False,50.15575252344612,0.16421513980770758,85.14917987853534,0.15233705290993851,False
cfg13_wd1_mt0.5_ml3_bw8,GOLD,1,0.5,3,8,2.1839276850263247,0.5063943594528867,2.2312322553607693,0.5049170813430391,False,2.1807173502200214,0.5037395249209872,2.227883543414292,0.5019039393179513,False
cfg13_wd1_mt0.5_ml3_bw8,SILVER,1,0.5,3,8,1.664158106039254,0.32022363363813433,1.686659698183187,0.3196772758715409,False,1.6617282117168943,0.31866375054259716,1.6841286627489933,0.31790937005101605,False
cfg13_wd1_mt0.5_ml3_bw8,BTC,1,0.5,3,8,9.281007213607001,1.0738368894837105,9.855679074865842,1.0673092354078406,False,9.26714724698992,1.0721116167667768,9.84088617851966,1.0652491717139174,False
cfg13_wd1_mt0.5_ml3_bw8,OIL,1,0.5,3,8,1.1838691017497658,0.22610626364796943,1.1798550873762443,0.22782375575083372,False,1.182160299278523,0.2247314950470332,1.1780850183556857,0.2262905906561879,False
cfg14_wd1_mt0.5_ml6_bw4,SP500,1,0.5,6,4,50.424858818371746,0.16525513723671179,85.27722344483453,0.1530965091120862,False,50.359766302630085,0.16453821147751815,85.14917987853534,0.15233705290993851,False
cfg14_wd1_mt0.5_ml6_bw4,GOLD,1,0.5,6,4,2.226195538619002,0.5099279412665209,2.2312322553607693,0.5049170813430391,False,2.222856806133817,0.5072872155483727,2.227883543414292,0.5019039393179513,False
cfg14_wd1_mt0.5_ml6_bw4,SILVER,1,0.5,6,4,1.6857843970224775,0.3246538370438956,1.686659698183187,0.3196772758715409,False,1.683257092677837,0.3231002548103357,1.6841286627489933,0.31790937005101605,False
cfg14_wd1_mt0.5_ml6_bw4,BTC,1,0.5,6,4,9.590092620709797,1.0765009422119876,9.855679074865842,1.0673092354078406,False,9.575707542663743,1.0747547532480763,9.84088617851966,1.0652491717139174,False
cfg14_wd1_mt0.5_ml6_bw4,OIL,1,0.5,6,4,1.1851400622059807,0.23020950500960186,1.1798550873762443,0.22782375575083372,True,1.1833644722207899,0.22885521087383173,1.1780850183556857,0.2262905906561879,True
cfg15_wd1_mt0.5_ml6_bw8,SP500,1,0.5,6,8,50.424858818371746,0.16525513723671179,85.27722344483453,0.1530965091120862,False,50.359766302630085,0.16453821147751815,85.14917987853534,0.15233705290993851,False
cfg15_wd1_mt0.5_ml6_bw8,GOLD,1,0.5,6,8,2.226195538619002,0.5099279412665209,2.2312322553607693,0.5049170813430391,False,2.222856806133817,0.5072872155483727,2.227883543414292,0.5019039393179513,False
cfg15_wd1_mt0.5_ml6_bw8,SILVER,1,0.5,6,8,1.6857843970224775,0.3246538370438956,1.686659698183187,0.3196772758715409,False,1.683257092677837,0.3231002548103357,1.6841286627489933,0.31790937005101605,False
cfg15_wd1_mt0.5_ml6_bw8,BTC,1,0.5,6,8,9.590092620709797,1.0765009422119876,9.855679074865842,1.0673092354078406,False,9.575707542663743,1.0747547532480763,9.84088617851966,1.0652491717139174,False
cfg15_wd1_mt0.5_ml6_bw8,OIL,1,0.5,6,8,1.1851400622059807,0.23020950500960186,1.1798550873762443,0.22782375575083372,True,1.1833644722207899,0.22885521087383173,1.1780850183556857,0.2262905906561879,True
