strat_wealth_fee0.001,dca_wealth_fee0.001,strat_sharpe_fee0.001,dca_sharpe_fee0.001,strat_cagr_fee0.001,dca_cagr_fee0.001,strat_max_dd_fee0.001,dca_max_dd_fee0.001,strat_avg_cash_share_fee0.001,strat_wealth_fee0.0025,dca_wealth_fee0.0025,strat_sharpe_fee0.0025,dca_sharpe_fee0.0025,strat_cagr_fee0.0025,dca_cagr_fee0.0025,strat_max_dd_fee0.0025,dca_max_dd_fee0.0025,strat_avg_cash_share_fee0.0025
85.21021080617466,85.27722344483453,0.1545027414886148,0.15456792630709126,0.058208490869204876,0.05821639444237281,-0.8595756363809697,-0.8595756363809697,0.0031462218062349103,85.08230290120535,85.14917987853534,0.15374259503732815,0.1538084669523658,0.05806585612667181,0.05807374794572273,-0.8598564110867613,-0.8598564110867613,0.0031503186328055055
