config_id,asset,illiq_lookback,elevated_pct,decay_days,buy_multiplier,calm_fraction,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg17_lb252_ep90_dd5_bm1.5_cf0.95,GOLD,252,90.0,5,1.5,0.95,2.2308265977199406,0.5056632973890974,2.2312322553607693,0.5049170813430391,False,2.2274794629736685,0.502711084376728,2.227883543414292,0.5019039393179513,False
cfg17_lb252_ep90_dd5_bm1.5_cf0.95,SILVER,252,90.0,5,1.5,0.95,1.6858920015494914,0.31997780955306004,1.686659698183187,0.3196772758715409,False,1.6833621188129428,0.31823711437235874,1.6841286627489933,0.31790937005101605,False
cfg17_lb252_ep90_dd5_bm1.5_cf0.95,BTC,252,90.0,5,1.5,0.95,9.65357418409568,1.0638120819747214,9.855679074865842,1.0673092354078406,False,9.639091384177933,1.06177565724511,9.84088617851966,1.0652491717139174,False
cfg17_lb252_ep90_dd5_bm1.5_cf0.95,OIL,252,90.0,5,1.5,0.95,1.1791150510527653,0.22793595282338497,1.1798550873762443,0.22782375575083372,False,1.1773461674649137,0.22641835058866475,1.1780850183556857,0.2262905906561879,False
cfg18_lb252_ep90_dd5_bm2.0_cf0.85,SP500,252,90.0,5,2.0,0.85,81.36768412779384,0.163427690205808,85.27722344483453,0.1530965091120862,False,81.24608131910485,0.16271970804371577,85.14917987853534,0.15233705290993851,False
cfg18_lb252_ep90_dd5_bm2.0_cf0.85,GOLD,252,90.0,5,2.0,0.85,2.2296245364383154,0.5071673272513678,2.2312322553607693,0.5049170813430391,False,2.2262811427981517,0.5043385831442972,2.227883543414292,0.5019039393179513,False
cfg18_lb252_ep90_dd5_bm2.0_cf0.85,SILVER,252,90.0,5,2.0,0.85,1.6839398732347977,0.32046013125136963,1.686659698183187,0.3196772758715409,False,1.6814129216218463,0.31877466251327313,1.6841286627489933,0.31790937005101605,False
cfg18_lb252_ep90_dd5_bm2.0_cf0.85,BTC,252,90.0,5,2.0,0.85,9.151044439748585,1.0537104405518842,9.855679074865842,1.0673092354078406,False,9.137373171810735,1.0517191775576247,9.84088617851966,1.0652491717139174,False
cfg18_lb252_ep90_dd5_bm2.0_cf0.85,OIL,252,90.0,5,2.0,0.85,1.178047133789267,0.22793372809663603,1.1798550873762443,0.22782375575083372,False,1.176280002214912,0.22644679372713294,1.1780850183556857,0.2262905906561879,False
cfg19_lb252_ep90_dd5_bm2.0_cf0.95,SP500,252,90.0,5,2.0,0.95,85.04575785467577,0.1575886149226788,85.27722344483453,0.1530965091120862,False,84.91806200658586,0.15684796661136088,85.14917987853534,0.15233705290993851,False
cfg19_lb252_ep90_dd5_bm2.0_cf0.95,GOLD,252,90.0,5,2.0,0.95,2.2307855281171327,0.505553214513773,2.2312322553607693,0.5049170813430391,False,2.227438455036931,0.5026005353071245,2.227883543414292,0.5019039393179513,False
cfg19_lb252_ep90_dd5_bm2.0_cf0.95,SILVER,252,90.0,5,2.0,0.95,1.6860058366006454,0.3199987641612545,1.686659698183187,0.3196772758715409,False,1.6834757829405973,0.3182577321785242,1.6841286627489933,0.31790937005101605,False
cfg19_lb252_ep90_dd5_bm2.0_cf0.95,BTC,252,90.0,5,2.0,0.95,9.73879984768396,1.066064173451229,9.855679074865842,1.0673092354078406,False,9.724183648568413,1.0640298110881403,9.84088617851966,1.0652491717139174,False
