date,excess_return
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,5.755322970757426e-06
88,-1.045159418215924e-05
89,-1.0284857410169934e-10
90,-6.6282090926961244e-12
91,1.064179855347902e-11
92,-1.1798140242547106e-11
93,-1.467510557517926e-11
94,-1.6318346673926954e-11
95,5.012212866972732e-12
96,-1.912074942822528e-11
97,-1.2053003040080057e-11
98,-1.1458500814853778e-11
99,-1.494691037606799e-11
100,-1.5638867978395864e-11
101,-1.425686235734247e-11
102,-1.9483037405620963e-11
103,-2.1202573030620896e-11
104,-3.63600683117582e-07
105,3.282104039659117e-07
106,-6.2906734965118e-06
107,-9.068004677370567e-07
108,-1.2115785464228423e-06
109,-6.787268524988122e-11
110,-6.030607124785093e-11
111,-9.826917057864648e-11
112,4.6571191347766215e-12
113,-2.4121302473645302e-06
114,-4.679671594942647e-06
115,-2.2600320418231234e-06
116,7.462331180119186e-06
117,-5.402675724841544e-06
118,-8.291271052840443e-07
119,-4.634034953321375e-06
120,-6.072960672498518e-06
121,2.489645162695453e-07
122,-1.1060201643431356e-10
123,-1.6631616084339385e-10
124,-1.6891452681022657e-10
125,-1.4393727534534052e-06
126,-6.250391315631986e-11
127,-1.1882603507795686e-05
128,9.181869486951655e-10
129,-6.051721124222808e-10
130,9.395449145976898e-06
131,-1.5939029976008713e-05
132,-2.170454404062383e-05
133,7.22100013237359e-06
134,9.079109189569224e-07
135,2.3776348845316875e-06
136,-5.069124405521208e-06
137,-5.598303385156988e-06
138,-2.3333526018065597e-05
139,-1.127644417491247e-05
140,1.700750958466557e-06
141,-1.4600308073653423e-09
142,-6.736859305900289e-06
143,4.090924872302004e-06
144,-9.449834965424842e-07
145,3.889386248911997e-06
146,1.64669036184506e-09
147,-4.686074062121292e-09
148,-8.84168693815468e-10
149,-5.615018438032138e-06
150,-6.996218725463521e-06
151,-4.907012787169762e-06
152,-3.384693768282432e-06
153,2.9053565429260076e-06
154,2.1212543204995883e-05
