date,excess_return
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,-2.6046652612299325e-06
46,5.501312817957071e-06
47,6.7596452089091486e-06
48,3.8079444370175964e-06
49,0.00021105576248676706
50,-1.2358129899903147e-05
51,7.916941570984548e-07
52,1.1589097163255958e-06
53,4.152740476977001e-05
54,-5.666190078161826e-05
55,-1.9613233879134385e-05
56,1.4039445991942402e-05
57,5.7574297329665566e-09
58,-8.894466315911842e-06
59,-0.00011388927978996932
60,1.7916279571039695e-09
61,-2.3443380570142835e-10
62,3.1297768821048065e-10
63,7.928304679438725e-10
64,2.3143876592968128e-09
65,-5.2078164003432906e-11
66,-2.023424189026013e-05
67,1.6020130147342825e-06
68,-1.25141720570765e-05
69,5.808202652834993e-07
70,-0.00010790108172433754
71,5.006258872708447e-05
72,1.958309603209418e-05
73,4.630329789647725e-05
74,-0.00011033616908500133
75,-5.936363333014505e-06
76,-6.080883862469299e-06
77,-7.980546238279817e-05
78,-5.3432893198035455e-06
79,3.0636549357754284e-05
80,-2.1936049474424734e-06
81,-3.342809651791789e-05
82,-4.718880765297584e-05
83,8.526204558023665e-06
84,-1.1009134972050916e-05
85,-8.044655091410391e-06
86,-6.849016950116749e-06
87,1.6587976772175494e-06
88,-2.300629050999703e-05
89,1.960944695964528e-05
90,-7.233298707998159e-06
91,1.3782479762114442e-05
92,4.699384232909054e-06
93,9.03872522168836e-06
94,1.3200344250496875e-05
95,-4.982599128000587e-06
96,-2.0685562112099377e-07
97,-1.0311350087999215e-06
98,4.134044527237535e-06
99,2.765694005935071e-05
100,1.3269703816454203e-05
101,-2.1249689710201027e-05
102,-6.891205432668635e-06
103,-3.1127951028131486e-05
104,-9.168156714878251e-06
105,-2.34846378226683e-05
106,5.042477752592589e-06
107,-5.593634767531164e-06
108,1.91958407329329e-05
109,-1.7039678894370524e-05
110,1.4541589129857257e-05
111,2.8271949172764543e-05
112,-2.7590070913752208e-05
113,-1.8343419844013553e-05
114,-7.232541919899305e-06
115,-1.669337309919694e-05
116,7.07374919353132e-06
117,-8.287709094223494e-06
118,-1.0329067195380403e-05
119,1.3580355357145636e-06
120,3.4091495885624214e-06
121,-9.711079786267619e-06
122,-1.3404053967080998e-05
123,-1.9673427227351325e-05
124,-2.544596203346572e-06
125,-1.319010220470762e-05
126,-2.760060930073749e-06
127,-1.2234829938706504e-05
128,1.012474512114281e-05
129,-4.440668429017691e-06
130,3.635131762467214e-05
131,-2.0394349394869948e-05
