date,excess_return
1,-0.0012405553228237664
2,9.169345577078047e-05
3,-0.0015747951610542543
4,-0.0006491405093624226
5,-5.492458787093035e-05
6,-0.00026564195173441887
7,-0.00014080235467583968
8,0.0002462148699160727
9,-0.00010624463435118247
10,2.535742550207054e-05
11,-6.0610969577190586e-05
12,-2.1927686141798298e-05
13,3.66613809406946e-05
14,-3.048351180559017e-05
15,0.00014511771564096332
16,-4.490861982826555e-05
17,-1.1914045176308896e-05
18,-3.659608699169148e-06
19,1.6388468399775034e-05
20,5.644061125997802e-06
21,3.139736351989164e-05
22,-2.6827398018047786e-05
23,-4.736254033232967e-06
24,3.7401673155268435e-05
25,6.8924189399854894e-06
26,-2.206203360934911e-05
27,-2.9007558196636474e-05
28,2.7478511372081017e-06
29,-8.827174263537074e-06
30,2.930116673383054e-06
31,3.4020292168701615e-06
32,7.084169777349381e-06
33,1.2730031024132948e-05
34,-1.1646716346902508e-08
35,-9.916205869764383e-08
36,-5.781771814095116e-06
37,-9.049766343616206e-06
38,9.932296883330415e-06
39,-1.2338123080102293e-06
40,1.4799124532394181e-05
41,1.4671690558687445e-06
42,-7.436265113103247e-06
43,-1.9675663916141063e-06
44,1.8868262118876266e-05
45,1.578717941508323e-06
46,-7.484143646441232e-06
47,-1.07752154296481e-05
48,6.0765196270962106e-06
49,1.4731369867515554e-06
50,-1.4999097741696943e-05
51,-1.0032466765563797e-05
52,3.6688156673791994e-06
53,-1.4600924218943766e-05
54,2.6285482952470574e-06
55,1.6274770622848324e-05
56,-7.859586202640934e-06
57,-7.82227974749361e-07
58,-3.128020406051313e-06
59,2.4140657028270953e-06
60,-3.917194499325483e-06
61,-8.604903521014507e-06
62,1.065181972315088e-06
63,9.995387225458784e-07
64,-4.112440353809532e-07
65,1.987290877547565e-06
66,-1.0513983038884511e-05
67,6.711512697399335e-06
68,-1.036806506020671e-05
69,-2.0624072669450654e-06
70,-1.7039734899970682e-05
71,1.7454901434588167e-05
72,-1.1843618966622672e-05
73,-1.4329967041648572e-06
74,-1.250325650437034e-06
75,-8.16762344293398e-06
76,5.348023085649523e-06
77,5.6836576099117405e-06
78,-8.020809685782559e-06
79,-7.5345046105290695e-06
80,-3.3504232634262722e-06
81,-4.558368170570759e-06
82,-4.711806379664729e-06
83,-5.925439454879111e-06
84,-1.585938648629437e-07
85,9.722697947878167e-06
86,-2.1924907076975588e-06
87,7.039343292047917e-06
88,-4.523653690124974e-06
89,9.040725179154663e-06
90,-3.311082062618098e-06
91,-8.411763588145326e-06
92,1.2450764198757015e-06
93,-2.4832875735958383e-06
94,-6.536471101625807e-06
95,1.1536324668881548e-07
96,5.143992914447004e-05
97,4.113686806277439e-05
98,5.2118602818485015e-05
99,1.7505152612784513e-06
100,2.3262221482300838e-05
101,-1.600430030535005e-05
102,-1.8161191534193933e-06
103,-5.361601081999012e-07
104,-4.1349875501861534e-06
105,-2.0732305793691454e-06
106,1.2958853234934509e-08
107,2.118452613331101e-09
108,9.188055472009183e-09
109,1.6309497530286877e-09
110,-6.931522023023717e-11
111,3.5687097277303794e-09
112,-1.6277843073453368e-09
113,8.485454561224515e-10
114,1.0893251634058743e-09
115,4.914624307517101e-09
116,3.7328717783280395e-06
117,-2.708072256529803e-06
118,-4.243943190651578e-07
119,-2.3153228771999323e-06
120,-6.797543926118088e-06
121,1.2605221118011655e-07
122,4.4569023082807744e-06
123,4.8662166921564776e-06
124,-1.2861916174333742e-07
125,-4.4910672462927795e-06
126,2.7937316788406717e-06
127,-7.167451917844403e-06
128,3.8157282549189375e-06
129,3.055096428417059e-06
130,-3.893035609325857e-06
131,-5.779287772300634e-06
132,-8.845263672596637e-06
133,3.7407294489755216e-06
134,2.3359202617023733e-05
135,-2.043115034282561e-05
136,-7.220190119405778e-06
137,-7.191299519249128e-06
138,-2.1101730432082633e-05
139,3.079117687421196e-06
140,6.979807994222931e-06
141,-9.346123708198206e-06
142,-4.4665735742244195e-06
143,7.631536079166779e-06
144,-2.018551495641674e-06
145,-8.166800764763948e-06
146,-2.4641843022532583e-06
147,2.4825289451246848e-06
148,-1.3716349979819853e-05
149,-4.5586909092065753e-07
150,-2.214840288172759e-06
151,-2.5620578611995626e-06
152,-2.0637815706381346e-06
153,5.550279522048562e-06
154,1.059570337387239e-05
155,-1.780068723178374e-06
156,-9.218809507327563e-07
157,3.542112410959142e-06
158,-3.922662581823388e-06
159,1.2183093054396466e-06
160,4.273083645389697e-06
161,2.111002512750204e-06
162,-5.451580994453309e-06
163,1.2573729739395744e-06
164,-6.3187060570735195e-06
165,6.283029192255541e-07
166,-2.4768347191450603e-06
167,-2.5989266544845792e-06
168,-7.162285665929247e-06
169,5.23372530292221e-07
170,-7.912554608302536e-06
171,-2.094287019627217e-06
172,-6.876739098871099e-06
173,-1.8509556674040084e-07
174,-3.424602177037883e-06
175,-7.3176047031831e-06
176,4.944381923022156e-06
177,5.0959236411740605e-06
178,-1.140667590147082e-05
179,-4.341631964388526e-07
180,-5.720787007423845e-06
181,1.876148418333834e-06
182,-5.3645873985930235e-06
183,-7.3104988049133015e-06
184,-2.4460698099471046e-06
185,-4.35912624472401e-06
186,1.2165908699568463e-06
187,6.362435922846465e-06
188,2.5088295320552236e-06
189,1.2519463230376004e-05
190,4.776717087051629e-06
191,-1.559295036446251e-06
192,-2.8280354421816868e-06
193,-9.097173360106402e-06
194,1.1942006797371895e-05
195,-1.100455966722702e-05
196,-5.254484049199703e-07
197,-3.780726249136279e-06
198,-3.93407235170784e-06
199,3.493681723365505e-06
200,5.838093185084326e-06
201,8.04839609265251e-06
202,-1.72372518196795e-06
203,1.670859648572609e-06
204,-1.8119027568319623e-06
205,1.3715038591710639e-06
206,-5.302070054558072e-07
207,-3.782272683761079e-06
208,1.8232229231696095e-06
209,2.3429975027466908e-06
210,4.044304325589998e-06
211,1.247536766113555e-06
212,-2.5797859718235116e-06
213,-2.6152538414869753e-06
214,-2.3435253776016294e-06
215,2.0708560100057838e-07
216,-1.0768532465288417e-06
217,2.6675044243473778e-06
218,1.238198851827299e-06
219,3.53889377433525e-06
220,2.9793483427020815e-07
221,3.768995659569896e-07
222,-1.461423947191065e-07
223,-9.286907600714046e-08
224,-2.7811743180228275e-06
225,-1.1456602710957497e-06
226,1.034950732825557e-06
227,1.0278023070697807e-05
228,2.3409417663211585e-06
229,1.6564516112094196e-07
230,2.6134328947824415e-06
231,1.6131518166373482e-06
232,2.3577172332256423e-07
233,-2.33800381412852e-06
234,-2.8640820407765944e-06
235,1.9115854474893723e-07
236,-1.962999060167725e-06
237,1.2192130638410958e-08
238,-6.987074741005017e-09
239,-1.426256329950526e-06
240,8.700132447359011e-07
241,3.6787322241771394e-07
242,-1.1033166428475739e-06
243,3.735496801882121e-07
244,1.5359898672517858e-06
245,-4.373728612239169e-06
246,-1.6040099154901454e-06
247,8.474249151291246e-08
248,-2.6005798679840097e-06
249,8.723224629303416e-08
250,1.4402127298307476e-06
251,-4.798150916807131e-06
252,-1.5465401983716377e-06
253,-8.899057857725267e-07
254,-1.2381035294772857e-06
255,4.330106623484653e-07
256,1.4066308114957238e-06
257,-6.197165194121723e-07
258,-1.7965475376913176e-06
259,-2.6015250644162437e-06
260,7.999863147256647e-07
261,-2.1463902311058547e-07
262,1.6101014252978274e-06
263,1.0137822774591854e-06
264,1.4137460832897019e-06
265,-5.101557694597858e-06
266,-3.071998005266252e-06
267,9.49795967231104e-07
268,-5.359996844145343e-08
269,-1.4665881156172844e-06
270,1.9913941311955343e-06
271,2.518567914422398e-06
272,1.0995663270785271e-06
273,-7.315764434245864e-07
274,2.1649283659108677e-07
275,-3.083822964988769e-07
276,2.4883725252555777e-06
277,1.5551488097009791e-06
278,-2.1495804014004527e-06
279,-3.0844605289348515e-06
280,-2.8718820491990815e-06
281,5.878036693468536e-06
282,-4.331590218176196e-06
283,-2.9980806247609237e-06
284,4.474095451900695e-06
285,3.298026727688308e-06
286,-8.887631746112845e-07
287,2.1613745915805005e-06
288,1.170598981053983e-06
289,-4.584687038511337e-06
290,2.0964222327002346e-06
291,4.5520166427892583e-07
292,-1.7953355279098915e-06
293,-7.694513069866904e-06
294,-4.2637990558258565e-06
295,-4.562116153628004e-06
296,1.2548534344958284e-07
297,-8.404901294667422e-07
298,1.1079102151256848e-06
299,-5.890187648460721e-07
300,2.0309418229391696e-06
301,1.2694713016903059e-06
302,2.143069019161503e-05
303,2.339880154772489e-06
304,5.009700896896341e-07
305,-4.095857341124276e-06
306,3.155710592839256e-08
307,1.372411318159572e-05
308,2.3171153847312276e-06
309,-3.878420449854314e-06
310,-7.458733451148891e-07
311,-2.9533048712393484e-06
312,5.17251548343145e-07
313,-1.6562243870255067e-06
314,2.265722104433099e-06
315,1.131355750472185e-06
316,6.566514225425646e-07
317,-5.613349751132368e-07
318,-2.2606560042548463e-06
319,3.243231643718092e-06
320,-7.182384903492434e-08
321,-3.2936237903680166e-09
322,-7.194722317915847e-10
323,1.2030552942743356e-09
324,-1.7990849643378937e-09
325,8.399927697855247e-10
326,9.128486855303208e-11
327,-4.546771292801566e-10
328,-1.0075738854364857e-09
329,-3.740612264380161e-10
330,-8.099484138934798e-10
331,-2.2737893512481122e-09
332,-1.484845579824423e-10
333,-1.879312816477352e-10
334,6.422577192299883e-10
335,4.5895753864044764e-10
336,-9.537598488762455e-11
337,2.1377924430687756e-10
338,-3.3926250697646765e-11
339,-1.557899365067783e-10
340,-1.305311414512289e-11
341,-8.368421788862435e-10
342,-1.7320068712578518e-09
343,9.996322103411615e-10
344,-1.2423732598243475e-09
345,1.3897100137327811e-09
346,-3.5156536015712447e-10
347,-5.155688653779578e-10
348,-7.523412448584565e-10
349,-9.406069534367845e-10
350,-4.455238955536345e-11
351,-2.921384245624381e-10
352,-1.020263901141405e-09
353,-2.1226564950183047e-10
354,-5.071713882198736e-10
355,2.8632257675909045e-10
356,-4.885194471171417e-10
357,1.4302180550984644e-09
358,1.631844936955673e-10
359,-2.026880330241454e-10
360,1.0263843386315585e-09
361,-4.181021084903591e-10
362,-4.829716626630898e-10
363,3.3245906191359254e-06
364,-8.332105555508562e-08
365,1.0782067783043914e-06
366,-1.3694133057517988e-06
367,-1.4207689466860796e-06
368,-1.438231930550593e-06
369,-1.7711359264760418e-06
370,5.794433012296096e-07
371,1.3715427441551853e-06
372,1.3819710492635195e-06
373,-1.0761493939581701e-06
374,3.5377126910429713e-06
375,-3.2059830141206724e-06
376,1.8253747329222136e-06
377,-1.7254051556114813e-06
378,1.1919310781982606e-06
379,-9.5511600076148e-07
380,-3.337641705847272e-06
381,-2.239774263890215e-06
382,-9.221079017018852e-08
383,-2.5207850002373355e-06
384,-2.429158205086157e-06
385,3.5467143231215914e-06
386,-3.6647555164970314e-06
387,-2.162180321313434e-06
388,6.956080414177723e-07
389,-1.3603209082502232e-06
390,-5.169124853571239e-06
391,-4.243282937854698e-06
392,-1.580720438654204e-06
393,9.434678711617295e-07
394,-1.414162081159187e-06
395,7.188525346368824e-07
396,5.993421363897911e-06
397,2.082505550282665e-06
398,-2.233188389877405e-06
399,-1.9016157228601838e-06
400,-5.369612930405943e-07
401,-1.720496614454614e-06
402,-1.6539432572126866e-06
403,5.3931136334561813e-08
404,2.618444642610296e-06
405,1.0695034362295797e-06
406,1.13221258440932e-06
407,3.062518974528139e-08
408,2.7604939301095754e-07
409,-8.305062726976509e-07
410,1.3622612426988923e-07
411,7.942289074747144e-07
412,-1.2528052317772875e-07
413,-7.35376440325064e-07
