date,excess_return
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,7.182857879151073e-07
74,8.847412548274036e-06
75,9.274943746806485e-07
76,-8.187145655758066e-06
77,-1.522519404022482e-05
78,-4.547201769877774e-06
79,5.379024762497408e-07
80,3.7213443971229056e-06
81,4.844465854247914e-07
82,-1.688938403177076e-06
83,-2.140154251950577e-06
84,-3.7102689373957886e-06
85,8.261906456619173e-06
86,-1.5177422896472948e-06
87,1.5073443778046424e-06
88,-3.3183795769442527e-06
89,-3.614598601764385e-07
90,-3.528626280058234e-11
91,5.665334867899219e-11
92,-6.280924669255228e-11
93,1.1642242090381671e-07
94,-9.145770807350573e-11
95,-4.742263164003724e-06
96,6.177804276783495e-05
97,9.504552872492411e-05
98,6.679520828358764e-05
99,-3.3532580477046994e-05
100,3.6362881095985955e-05
101,-3.493058055974441e-05
102,-3.6317801568541697e-06
103,-1.6616999701990486e-05
104,-1.517790453566814e-05
105,-3.9353310313616777e-05
106,1.1040070201029373e-05
107,7.350667539096633e-08
108,6.9541589420296646e-06
109,9.523087372009797e-07
110,1.4900282120722252e-05
111,1.451527839919642e-05
112,-2.3097812556605035e-05
113,4.6900363910973296e-06
114,-6.227473398956462e-06
115,-1.1992724433973478e-06
116,1.6203294885608343e-06
117,-3.424783155472344e-05
118,1.031333062533335e-05
119,-1.1955540498176375e-05
120,9.268687338304105e-07
121,-1.1823236503483159e-05
122,-7.006675592835521e-07
123,-2.3471535559593803e-08
124,1.8671340940024094e-08
125,-6.44309532527032e-07
126,1.1420139878204339e-08
127,-6.257272699983219e-10
128,-3.93227920447714e-08
129,-7.736985159212395e-08
130,-7.67929955181046e-09
131,3.263373771211775e-08
132,-5.183726600677119e-06
133,3.678163360554265e-08
134,8.896271650482568e-06
135,-2.8539908425884164e-05
136,-4.813094805711238e-06
137,2.732011263906209e-06
138,-2.9445464618582662e-05
139,-3.4347376032473066e-06
140,2.1511011114361267e-05
141,-8.157237685590956e-06
142,-5.402532343934396e-07
143,3.0643409991482073e-06
144,3.749765359284396e-06
145,-1.837479379962481e-06
146,-7.226398044890559e-06
147,1.5992597090219717e-05
