date,excess_return
1,0.0005001940400024329
2,0.001721228932765162
3,-0.002667094697972905
4,0.0008004476675824712
5,0.000838709541108007
6,-0.0001439728247377481
7,0.00032037148521488754
8,0.0001410974481872884
9,-3.794098043559124e-05
10,-0.0003171219400929681
11,-0.0002797187663871936
12,-0.0002692902074908687
13,-6.377203610306026e-05
14,0.00026649831802714183
15,0.0003632820980991047
16,7.454447961707799e-06
17,-0.00016850491164801528
18,-0.0001125319741664521
19,-9.290477971748423e-05
20,8.904945064056591e-05
21,-8.818864857746966e-05
22,-6.837363655340934e-05
23,0.0004493443460055202
24,0.00031698543151492675
25,0.00015114542255374453
26,-0.00012515644121835479
27,0.00011866952077717041
28,0.00028929047534371756
29,0.0003072266670127721
30,0.00010827113337643634
31,0.00013260036929960695
32,-0.0005349095568662587
33,-0.00048138667345674067
34,-3.3798949772290143e-07
35,-0.00039914065572903555
36,0.0001687675529605137
37,-0.00031676015708341775
38,-0.0006414616477623091
39,-8.622338807720009e-05
40,-0.00015095927558510524
41,-0.000646539337980867
42,-0.0008861622227627653
43,0.000768817030596769
44,-0.0003987876559386372
45,-0.00018798869436404965
46,9.525907338259199e-05
47,2.8033539239791238e-05
48,0.0005097826921141024
49,0.0006111265436015811
50,-0.0004359840086281874
51,3.7359628685473824e-05
52,-0.00026610586831148363
53,-0.00036030549457692905
54,-0.00010939424394009744
55,-0.0004159755926052
56,-0.0006266483830484004
57,-0.0006435418007672888
58,-0.0004037221031195859
59,-0.0007032365567718024
60,0.0005600432759371721
61,-0.0003616555815638689
62,-0.0005558759184852268
63,-0.000510610864772687
64,-0.0003609043040947446
65,-0.00014443427971762014
66,0.0002878823652477269
67,-0.00017795042851409537
68,-0.00035212604263989977
69,0.0006120414960268273
70,-0.0006526039438351728
71,0.00039068012340819357
72,0.00018782198678892747
73,-9.249265687001351e-05
74,-0.00035771602956222723
75,-0.00032855899230548323
76,0.00011915703005638267
77,-0.00028199589311916906
78,-0.00026290521858074456
79,-0.00046375615346097023
80,-6.108249784047004e-05
81,-0.00012209599444155118
82,-0.00013273188179248053
83,-0.0006504659556219261
84,0.00038299909353993743
85,-0.00042560621387273124
86,-0.00046626969938377003
87,1.7135367417964174e-05
88,-0.0010626214662682765
89,-0.0003923078591848483
90,-0.0008080266394948854
91,-0.00011283031238931151
92,0.001059160490796196
93,-0.0006691061574853663
94,0.0005124554542369931
95,0.0006699561436373181
96,0.0007778308634940112
97,0.001373217153187456
98,0.0005993135102942082
99,-0.00033727016658700035
100,0.0002313430590584309
101,-0.0008217424150179342
102,0.00010494295025136325
103,0.0007682962702466156
104,-0.0004232579098612854
105,-0.00023740491439936396
106,-0.00023357392496803353
107,2.3949751933516338e-05
108,-0.00048424027902169706
109,-0.0004728244415987071
110,-0.0002472745195856607
111,-0.0001726646252526276
112,0.00023644829677038626
113,-0.0003408798491089327
114,-0.00015837906924969224
115,-0.00012282276047863582
116,-0.0003154982246481808
117,-0.0003059413104951725
118,-0.0008950871934512161
119,-0.0005674846242369024
120,0.00023391465986912773
121,0.0003782922714272496
122,0.00011381191428863068
123,-5.816554231072857e-05
124,-0.0006402948847516798
125,8.5074816024866e-05
126,-0.0003371820149916216
127,5.7118917495957434e-05
128,0.0003275963331010212
129,0.0010135774511109918
130,0.0007043002141983612
131,-7.168437838311892e-05
132,-0.0005972388694758024
133,-0.0008409837127014485
134,0.0003571777612674909
135,0.0001106108479262069
136,0.0001101612413417108
137,-0.0006973773291808483
138,-0.00037944017912288074
139,-0.000599026500917077
140,-7.455737117751937e-05
141,-0.0003465509730000482
142,0.00020728591415017928
143,0.0008575543883817982
144,-1.2096050721677188e-05
145,0.0008498776469971104
146,0.0006841497079197234
147,-9.359712752472493e-05
148,-0.00017389801890588252
149,0.0006812689350055301
150,-0.0009301281424056951
151,-0.0005797885318059137
152,0.0006622474757713714
153,-0.00011684511407203946
154,0.0008116764967219358
155,0.00014458896769566909
156,0.0006235408167038825
157,-0.0010413064071153277
158,-0.00035527712171607996
159,0.00034551790317651767
160,-0.0008622901445478837
161,0.0001524656892762266
162,-0.00014094922925642628
163,-0.0009359295220466191
164,-0.00027785660283481396
165,-0.00043807018037371747
166,0.00044974374907786886
167,-0.00019990318607177038
168,-0.0007148017958126696
169,0.0005452852892813941
170,0.0006670268791832079
171,-3.486063541049411e-05
172,0.0004592845035578996
173,0.0004435083472703605
174,0.0006456592353251578
175,-0.0008717810089515998
176,0.0010185964829941385
177,0.0005112520377188012
178,0.0009010967654269564
179,-0.0004139158435460644
180,-0.0005043226897647024
181,0.000700659422696237
182,-0.0025264008422803295
183,5.8516395889585125e-05
184,0.0007025692196678035
185,0.0003500918296915678
186,0.00018622136214458963
187,0.000252087124091438
188,0.00012888471127918687
189,-0.0008058700157004717
190,0.0005076493348077804
191,-9.580694379505151e-05
192,0.0008494311106676866
193,0.0006537706320172588
194,0.0016698072055565615
195,0.0009048024052044967
196,0.0021590012949879835
197,-0.001831224976119028
198,0.0003063997347683589
199,-0.0008538192700301872
200,0.0006265858902996024
201,-0.0013199241698027108
202,0.0007313530008531855
203,0.0016116637105241028
204,0.001086470319136712
205,0.0006348274490869388
206,0.0016823321786672673
207,-0.00010386156991000206
208,0.0011058078313482822
209,-0.00044754778021267595
210,-0.0012560381203895687
211,-0.0008844558845174877
212,0.0016723539170869107
213,0.0006574283028167871
214,0.0004936097218353197
215,-0.0010233541793975398
216,-0.0016588537234406785
217,0.0009767808442038063
218,-0.0008178543573699404
219,0.0004921566219898254
220,0.001317726649679729
221,0.00047590811388966705
222,0.0019075841410050032
223,0.0031825819533988
224,-0.0006858400433716882
225,0.0018994208508333887
226,0.0006478519417588257
227,-0.0012237451345530337
228,0.002206115093524241
229,0.0006448699497863198
230,0.003506042719028457
231,-0.0004104280015010175
232,-0.00016214461205479313
233,0.0005851375052689401
234,0.0015359290832880125
235,2.0997136649381076e-07
236,0.0013375864478685218
237,-0.0038833812878276363
238,-0.001623731863468625
239,-0.004514082715657541
240,-0.0031924663554542708
241,-0.0005987615362137655
242,-0.0016323076711038276
243,-0.0023269619018323694
244,-0.0009694213118763617
245,0.00019776983530874758
246,0.002403355938468876
247,-0.002229228712985409
248,0.0006697025485135511
249,0.002486350128201331
250,-0.00034841325168446515
251,0.000926221638057112
252,-0.0008241668010572801
253,0.0006466196395036982
254,-0.002471697536526385
255,0.00139072058783547
256,0.0010228781866959747
257,0.0009924160301686413
258,-0.002097018569528952
259,0.00024679800628206737
260,0.0013078959912334875
261,-0.001171257709493312
262,-0.0009079299392096507
263,-4.0861835689254275e-05
264,0.0005312260832396554
265,5.7958953120396115e-05
266,0.0014526672631975269
267,-0.0004133090438427578
268,0.0013731401507959928
269,0.001198005600903218
270,0.00026088066535339126
271,-0.0031387247915884986
272,0.0012159265408171471
273,0.0014306059504035629
274,-0.0010705100407061075
275,-0.001987159593775356
276,-0.002344339874849477
277,-0.0011825482006291022
278,-0.0025607664988985257
279,-0.0006852208860515518
280,0.0004406550180912072
281,-0.0011472463500658836
282,-0.0015995086838992978
283,-0.0004636144307828549
284,0.0010140938597775762
285,-0.0013234967427555866
286,-0.0005232572849774575
287,-0.0015739515083708078
288,0.00014747775249684958
289,0.0028337064998164296
290,-0.0014776031609233797
291,0.00047683173972726256
292,-0.0007851152646838333
293,1.8849736964976493e-05
294,-0.0011034898519387548
295,6.303465771850814e-05
296,0.0008114367619914964
297,-0.0002257842563311574
298,0.0008610992421221597
299,0.0009295171224947552
300,-0.0006026466798146612
301,0.0003700663947247551
302,0.0018229486043269127
303,-0.001483585924602876
304,-1.1866802260729337e-05
305,-0.00036072441237244846
306,-0.00035684065235058737
307,-0.00012542167904691648
308,0.00017182352682176827
309,-0.00034718546284190355
310,7.18073025650634e-05
311,0.00037808691444043974
312,-0.00018447514466846116
313,0.0002892665009201767
314,-0.0004421038857514714
315,-0.001437481567094695
316,-0.00011751821866357037
317,-0.0006030339104691473
318,0.00037716256305525553
